country,code,income,year,age,pop,dts,bsn,bsn_up,bsn_lp,psc,up,lp,exc,age_type
Ecuador,ECU,Upper-mid,2020,Neonatal,267609,1534,1957.8507355782679,2059.025,1862.9750000000001,0.7835122321247437,0.8234141628309558,0.7450128094607884,Deficit,<1m
Ecuador,ECU,Upper-mid,2021,Neonatal,251978,1694,1908.420614311421,2014,1807,0.8876449915163035,0.9374654122855561,0.8411122144985105,Deficit,<1m
Ecuador,ECU,Upper-mid,2022,Neonatal,250277,1799,1962.298293682488,2079,1846,0.9167821252211155,0.9745395449620802,0.8653198653198653,Deficit,<1m
Ecuador,ECU,Upper-mid,2020,Infant,267609,2554,3256.260859941857,3371,3128,0.7843351960584644,0.8164961636828645,0.7576386828834174,Deficit,<5y
Ecuador,ECU,Upper-mid,2021,Infant,251978,2655,3145.008298391466,3271.025,3022,0.8441949108235792,0.8785572468563865,0.8116721822670264,Deficit,<5y
Ecuador,ECU,Upper-mid,2022,Infant,250277,2855,3204.2088015506692,3337.0249999999996,3073.975,0.8910155913117552,0.9287648728437935,0.8555524756332363,Deficit,<5y
Ecuador,ECU,Upper-mid,2020,1-4,1197712,600,689.0357444731549,775.025,609.975,0.8707821108159887,0.9836468707733923,0.7741685752072514,Deficit,<5y
Ecuador,ECU,Upper-mid,2021,1-4,1195510,596,670.4731801246091,761.025,586.975,0.8889244457015147,1.015375441884237,0.7831542984790251,No-change,<5y
Ecuador,ECU,Upper-mid,2022,1-4,1192365,634,651.8929169041795,761.025,558,0.9725523679730216,1.136200716845878,0.8330869550934595,No-change,<5y
Ecuador,ECU,Upper-mid,2020,0-4,1465321,3154,4220.684533718834,4369.05,4076,0.747272148582263,0.7737978410206084,0.7218960643618177,Deficit,5y groups
Ecuador,ECU,Upper-mid,2021,0-4,1447488,3251,4294.155199931368,4437,4128.975,0.7570755710114901,0.7873624810031544,0.732702276312824,Deficit,5y groups
Ecuador,ECU,Upper-mid,2022,0-4,1442642,3489,4407.92282219217,4572.0250000000005,4249,0.791529285048787,0.8211343845610732,0.7631191867935979,Deficit,5y groups
Ecuador,ECU,Upper-mid,2020,5-9,1579142,382,375.6077542045513,486.025,282,1.0170184074314066,1.3546099290780143,0.7859678000102875,No-change,5y groups
Ecuador,ECU,Upper-mid,2021,5-9,1555776,403,351.700530341811,478,259.975,1.1458612234912813,1.5501490527935378,0.8430962343096234,No-change,5y groups
Ecuador,ECU,Upper-mid,2022,5-9,1531317,373,329.00587272649227,462.04999999999995,227.9000000000001,1.13371836468731,1.6366827555945584,0.8072719402662051,No-change,5y groups
Ecuador,ECU,Upper-mid,2020,10-14,1584725,436,473.8825552126461,532,420,0.9200591902024184,1.0380952380952382,0.8195488721804511,No-change,5y groups
Ecuador,ECU,Upper-mid,2021,10-14,1596585,532,462.2263565791884,525,406,1.1509512437524925,1.3103448275862069,1.0133333333333334,Excess,5y groups
Ecuador,ECU,Upper-mid,2022,10-14,1605154,529,449.90955335267466,517.025,384,1.1757918809635233,1.3776041666666667,1.0231613558338573,Excess,5y groups
Ecuador,ECU,Upper-mid,2020,15-19,1566955,993,1087.690924701596,1163,1013,0.912943169285361,0.9802566633761106,0.8538263112639725,Deficit,5y groups
Ecuador,ECU,Upper-mid,2021,15-19,1567548,1122,1073.7573435695003,1155,996.975,1.044928825604234,1.1254043481531633,0.9714285714285714,No-change,5y groups
Ecuador,ECU,Upper-mid,2022,15-19,1567118,1366,1059.3105951842465,1145.0499999999997,973.975,1.2895179244029094,1.402500064170025,1.1929610060696043,Excess,5y groups
Ecuador,ECU,Upper-mid,2020,20-24,1576594,1677,1651.054366825725,1792,1507,1.0157145843865563,1.112806901128069,0.9358258928571429,No-change,5y groups
Ecuador,ECU,Upper-mid,2021,20-24,1583562,2051,1653.1384922927828,1813,1496.9,1.2406704033340923,1.3701650076825438,1.1312741312741312,Excess,5y groups
Ecuador,ECU,Upper-mid,2022,20-24,1582271,2528,1646.5984296799945,1837.0249999999999,1471,1.5352862935083085,1.7185588035350101,1.3761380492916537,Excess,5y groups
Egypt,EGY,Lower-mid,2020,Neonatal,2235326,17203,17271.842593885274,18119.15,16440.975,0.996014171996354,1.0463491368364712,0.9494374736121727,No-change,<1m
Egypt,EGY,Lower-mid,2021,Neonatal,2184581,20372,17461.330770875276,18386.3,16566.95,1.1666922909438031,1.22967715843894,1.1079988904782365,Excess,<1m
Egypt,EGY,Lower-mid,2020,Infant,2235326,35197,34629.18632357364,36807.1,32490.725,1.0163969684739553,1.0832937707607326,0.9562557224013846,No-change,<5y
Egypt,EGY,Lower-mid,2021,Infant,2184581,38897,33909.53839177089,36458.05,31453.7,1.1470813772398465,1.236643065839631,1.0668974341743456,Excess,<5y
Egypt,EGY,Lower-mid,2020,1-4,10102582,9103,9748.865501450038,10906.1,8601.625,0.9337496756567241,1.0582884048072312,0.8346705054969237,No-change,<5y
Egypt,EGY,Lower-mid,2021,1-4,9932934,8819,9148.714414164928,10426.225,7947.4000000000015,0.9639605742141834,1.1096710873996525,0.8458478500128283,No-change,<5y
Egypt,EGY,Lower-mid,2020,0-4,12337908,44300,43183.70706774093,46938.149999999994,39681.475,1.0258498634799458,1.1163899527424321,0.9437951857923673,No-change,5y groups
Egypt,EGY,Lower-mid,2021,0-4,12117515,47716,40887.98193735815,45028.475,36720.625,1.1669932762419681,1.299433220431297,1.0596850104295117,Excess,5y groups
Egypt,EGY,Lower-mid,2020,5-9,12598016,4565,4927.022563001568,5400.075,4450.875,0.9265230555832847,1.0256410256410255,0.8453586292782971,No-change,5y groups
Egypt,EGY,Lower-mid,2021,5-9,12858652,4646,4905.13589648695,5476.124999999999,4336.85,0.9471704959953214,1.0712844576132445,0.848410144034331,No-change,5y groups
Egypt,EGY,Lower-mid,2020,10-14,10542624,4069,4033.724929013003,4462.0250000000005,3623.8500000000004,1.0087450363145185,1.12283896960415,0.9119177951714748,No-change,5y groups
Egypt,EGY,Lower-mid,2021,10-14,10885100,4324,4083.3652697635443,4598,3559.975,1.0589304934384158,1.2146152711746572,0.9404088734232275,No-change,5y groups
Egypt,EGY,Lower-mid,2020,15-19,9498876,6473,6289.640584648346,6851.025,5780.975,1.029152606239408,1.1197073158074546,0.9448221251564547,No-change,5y groups
Egypt,EGY,Lower-mid,2021,15-19,9645274,7138,6225.16285791755,6878.075,5608.9000000000005,1.146636668456223,1.272620299880547,1.0377903701253621,Excess,5y groups
Egypt,EGY,Lower-mid,2020,20-24,8873490,7145,6472.304252791268,7073.175,5922.85,1.1039345063110442,1.2063449184092117,1.0101545628377637,Excess,5y groups
Egypt,EGY,Lower-mid,2021,20-24,8979330,7745,6411.051797629359,7119.0999999999995,5787.950000000001,1.2080701021420386,1.3381248974161835,1.0879184166537905,Excess,5y groups
Estonia,EST,High,2020,Stillbirths,26420.3,NA,7.602517543660699,11.138625,4.823850000000001,1.1443577670207978,1.8035386672471154,0.781065885600781,No-change,<1m
Estonia,EST,High,2021,Stillbirths,26546.6,NA,6.715684745757276,10.694725,3.9417750000000007,1.459270405179648,2.4861895973260775,0.9163395973248495,No-change,<1m
Estonia,EST,High,2020,Neonatal,13403,12,11.329530750637572,20,5,1.0591789072397988,2.4,0.6,No-change,<1m
Estonia,EST,High,2021,Neonatal,13639,20,10.29471472377176,19,4,1.9427444603022894,5,1.0526315789473684,Excess,<1m
Estonia,EST,High,2020,Infant,13403,19,18.86024544697408,30,10,1.007410007118881,1.9,0.6333333333333333,No-change,<5y
Estonia,EST,High,2021,Infant,13639,29,16.94663434837562,28,9,1.7112542469401735,3.2222222222222223,1.0357142857142858,Excess,<5y
Estonia,EST,High,2020,1-4,57066,8,10.463178149185655,22,3,0.7645860450749027,2.6666666666666665,0.36363636363636365,No-change,<5y
Estonia,EST,High,2021,1-4,56880,10,10.35436870752611,26,3,0.965775923425584,3.3333333333333335,0.38461538461538464,No-change,<5y
Estonia,EST,High,2020,0-4,70469,28,29.12316629727494,41,18,0.9614339221975313,1.5555555555555556,0.6829268292682927,No-change,5y groups
Estonia,EST,High,2021,0-4,70518,39,26.44607419628895,39,15,1.4746990313395052,2.6,1,No-change,5y groups
Estonia,EST,High,2022,0-4,70085,33,23.851024977860703,36,13,1.3835883376346163,2.5384615384615383,0.9166666666666666,No-change,5y groups
Estonia,EST,High,2020,5-9,72122,7,8.841529554595775,24,1,0.7917182153580475,7,0.2916666666666667,No-change,5y groups
Estonia,EST,High,2021,5-9,71276,5,9.025483603478852,29.024999999999977,1,0.5539869351790481,5,0.17226528854435844,No-change,5y groups
Estonia,EST,High,2022,5-9,70914,8,9.275272258969261,42.02499999999998,1,0.8625083745939572,8,0.19036287923854858,No-change,5y groups
Estonia,EST,High,2020,10-14,75681,8,7.668486486524737,15,2,1.0432306315017712,4,0.5333333333333333,No-change,5y groups
Estonia,EST,High,2021,10-14,76872,11,7.039854590663578,15,2,1.562532273690491,5.5,0.7333333333333333,No-change,5y groups
Estonia,EST,High,2022,10-14,76557,14,6.336553832993683,14.024999999999977,1,2.2094028345665846,14,0.9982174688057057,No-change,5y groups
Estonia,EST,High,2020,15-19,63765,19,20.943626511327093,33,12,0.9071972320421248,1.5833333333333333,0.5757575757575758,No-change,5y groups
Estonia,EST,High,2021,15-19,65882,28,19.67806024986337,31,10,1.4229044755666103,2.8,0.9032258064516129,No-change,5y groups
Estonia,EST,High,2022,15-19,68468,25,18.597267760547364,31,9,1.344283489483091,2.7777777777777777,0.8064516129032258,No-change,5y groups
Estonia,EST,High,2020,20-24,62944,29,25.25302232933668,67.04999999999995,4.975000000000023,1.1483773950617555,5.82914572864319,0.43251304996271467,No-change,5y groups
Estonia,EST,High,2021,20-24,62496,32,22.928805133496553,69.02499999999998,3,1.3956244040493586,10.666666666666666,0.4636001448750454,No-change,5y groups
Estonia,EST,High,2022,20-24,61975,45,20.792940672824084,86.02499999999998,2,2.1641960465367944,22.5,0.5231037489102006,No-change,5y groups
Finland,FIN,High,2020,Stillbirths,93015,89,95.0989784610265,118.02499999999998,71.97500000000002,0.9358670454748786,1.2365404654393883,0.7540775259478926,No-change,<1m
Finland,FIN,High,2021,Stillbirths,99275,87,101.08456869634588,126,77,0.8606654914989509,1.12987012987013,0.6904761904761905,No-change,<1m
Finland,FIN,High,2020,Neonatal,92926,NA,1.8356887943604379,2.4214999999999995,1.368875,0.8171319695409519,1.0957903387818464,0.6194507536650837,No-change,<1m
Finland,FIN,High,2021,Neonatal,99188,NA,2.0150136906913354,2.7897249999999993,1.413925,0.6451569068763896,0.9194264193645348,0.465995752269489,Deficit,<1m
Finland,FIN,High,2020,Infant,46522,83,105.89148599509208,126,85,0.7838212791144222,0.9764705882352941,0.6587301587301587,Deficit,<5y
Finland,FIN,High,2021,Infant,49594,88,118.58442973402677,143.02499999999998,97,0.7420873060432585,0.9072164948453608,0.6152770494668766,Deficit,<5y
Finland,FIN,High,2022,Infant,44951,92,112.91035041693375,137,88,0.8148057256069084,1.0454545454545454,0.6715328467153284,No-change,<5y
Finland,FIN,High,2020,1-4,205341,23,29.356227634477417,48.02499999999998,15.975000000000023,0.7834794131718632,1.4397496087636912,0.478917230609058,No-change,<5y
Finland,FIN,High,2021,1-4,196852,18,30.037898072353254,55.02499999999998,14,0.5992429948541279,1.2857142857142858,0.32712403452975936,No-change,<5y
Finland,FIN,High,2022,1-4,191194,31,31.139318294561356,65,13,0.9955259683836531,2.3846153846153846,0.47692307692307695,No-change,<5y
Finland,FIN,High,2020,0-4,251863,106,124.50213324781181,154,97,0.8513910343127635,1.092783505154639,0.6883116883116883,No-change,5y groups
Finland,FIN,High,2021,0-4,246446,106,125.48177357564444,158.02499999999998,97.97500000000002,0.8447441965434112,1.0819086501658584,0.67077993988293,No-change,5y groups
Finland,FIN,High,2022,0-4,236146,124,123.8471230591163,159,93.97500000000002,1.001234400421322,1.3194998669859002,0.779874213836478,No-change,5y groups
Finland,FIN,High,2020,5-9,303629,12,12.912206463950731,33,3,0.9293531693055329,4,0.36363636363636365,No-change,5y groups
Finland,FIN,High,2021,5-9,297166,25,11.181114527381043,33,2,2.235913060256951,12.5,0.7575757575757576,No-change,5y groups
Finland,FIN,High,2022,5-9,288427,16,9.6017557728025409,35,1,1.6663619007391137,16,0.45714285714285713,No-change,5y groups
Finland,FIN,High,2020,10-14,310878,24,27.901690160907794,45.02499999999998,15,0.860162945742465,1.6,0.5330372015546921,No-change,5y groups
Finland,FIN,High,2021,10-14,313319,29,27.88610310830942,49,13.975000000000023,1.039944515996524,2.0751341681574207,0.5918367346938775,No-change,5y groups
Finland,FIN,High,2022,10-14,313896,28,27.704317338896953,51,12.975000000000023,1.0106728008305013,2.157996146435449,0.5490196078431373,No-change,5y groups
Finland,FIN,High,2020,15-19,297441,119,127.48704362589878,162,97,0.9334281870179422,1.2268041237113403,0.7345679012345679,No-change,5y groups
Finland,FIN,High,2021,15-19,300452,107,140.81893866862555,186.02499999999998,102,0.7598409774397739,1.0490196078431373,0.5751915065179412,No-change,5y groups
Finland,FIN,High,2022,15-19,304874,95,156.25254731992237,220,108,0.6079900880303114,0.8796296296296297,0.4318181818181818,Deficit,5y groups
Finland,FIN,High,2020,20-24,311173,186,197.9806089607264,245,156.97500000000002,0.9394859475197239,1.1849020544672717,0.7591836734693878,No-change,5y groups
Finland,FIN,High,2021,20-24,306929,164,206.02181361345322,264.025,155.97500000000002,0.7960322119467587,1.0514505529732328,0.6211532998769056,No-change,5y groups
Finland,FIN,High,2022,20-24,304553,181,215.67146882243813,288.07499999999993,154.92500000000007,0.8392394273950855,1.1683072454413421,0.6283086001909226,No-change,5y groups
France,FRA,High,2020,Stillbirths,698816,2152,2057.1607152585916,2255.025,1872.9,1.0461020298695947,1.1490202359976507,0.9543131450870832,No-change,<1m
France,FRA,High,2020,Infant,696664,2125,2292.539273943026,2467.05,2121,0.9269197802422514,1.0018859028760019,0.8613526276321922,No-change,<5y
France,FRA,High,2021,Infant,701819,2229,2338.4123934435365,2565.1,2136.95,0.9532108221157619,1.0430754112169214,0.8689719699037075,No-change,<5y
France,FRA,High,2022,Infant,686564,2263,2316.218773191913,2566.325,2063.925,0.9770234255037258,1.0964545707813995,0.8818056949139335,No-change,<5y
France,FRA,High,2020,1-4,2801423,564,661.9398846841219,743.025,587,0.8520411189139042,0.9608177172061328,0.759059251034622,Deficit,<5y
France,FRA,High,2021,1-4,2750144,562,644.8071702998096,743,557.975,0.8715783972108939,1.0072135848380304,0.756393001345895,No-change,<5y
France,FRA,High,2022,1-4,2699694,705,628.0923860556568,737,532.975,1.122446340143229,1.3227637318823584,0.9565807327001357,No-change,<5y
France,FRA,High,2020,0-4,3498087,3045,3270.023648684423,3403.1,3142.9,0.9311859262011903,0.968850424766935,0.8947724133877935,Deficit,5y groups
France,FRA,High,2021,0-4,3451963,3133,3240.1046411679636,3383,3104.975,0.9669440795809127,1.0090258375671302,0.9261010937038132,No-change,5y groups
France,FRA,High,2022,0-4,3386258,3319,3191.4317803136937,3335.025,3044.95,1.0399720966850081,1.0900014778567793,0.9951949385686764,No-change,5y groups
France,FRA,High,2020,5-9,3857908,305,290.4258284316022,346,240,1.050182077975307,1.2708333333333333,0.8815028901734104,No-change,5y groups
France,FRA,High,2021,5-9,3801476,321,273.92089929197226,338,213.97500000000002,1.1718711526930485,1.5001752541184716,0.9497041420118343,No-change,5y groups
France,FRA,High,2022,5-9,3747959,357,258.4980628654016,325.0999999999999,200,1.3810548367083422,1.785,1.098123654260228,Excess,5y groups
France,FRA,High,2020,10-14,3988746,356,319.20339189146534,372,274.975,1.1152763693721843,1.294663151195563,0.956989247311828,No-change,5y groups
France,FRA,High,2021,10-14,4001903,345,310.71595374546723,365.025,262,1.1103388668694418,1.316793893129771,0.9451407437846724,No-change,5y groups
France,FRA,High,2022,10-14,4006890,413,301.83548371986836,365,247.97500000000002,1.3682950556711309,1.6654904728299222,1.1315068493150684,Excess,5y groups
France,FRA,High,2020,15-19,3910140,901,860.1096657078174,1041.025,712,1.0475408380145714,1.2654494382022472,0.8654931437765663,No-change,5y groups
France,FRA,High,2021,15-19,3908920,851,837.8047499592705,1049.1,656.8500000000001,1.0157497913939626,1.2955773768744765,0.8111714803164618,No-change,5y groups
France,FRA,High,2022,15-19,3915100,921,817.6235849535354,1039.025,633.95,1.1264352165823828,1.4527959618266424,0.8864079305117778,No-change,5y groups
France,FRA,High,2020,20-24,3631739,1494,1460.8545515766373,1544,1381.9250000000002,1.0226890818032435,1.08110063860195,0.9676165803108808,No-change,5y groups
France,FRA,High,2021,20-24,3680320,1587,1452.2493452560493,1534.025,1358.9750000000001,1.092787547251531,1.1677919019849519,1.034533335506266,Excess,5y groups
France,FRA,High,2022,20-24,3705688,1692,1434.4576074903464,1526.025,1337.95,1.1795399119254815,1.264621248925595,1.1087629625989088,Excess,5y groups
Georgia,GEO,Upper-mid,2020,Stillbirths,46930,410,408.7498550778969,472,350.975,1.003058459609398,1.1681743713939738,0.8686440677966102,No-change,<1m
Georgia,GEO,Upper-mid,2021,Stillbirths,46349,403,393.9751191434197,464.025,333.975,1.0229072355538649,1.2066771464930008,0.8684876892408815,No-change,<1m
Georgia,GEO,Upper-mid,2020,Neonatal,46520,244,239.49610651501922,348,155.97500000000002,1.0188057064915097,1.5643532617406632,0.7011494252873564,No-change,<1m
Georgia,GEO,Upper-mid,2021,Neonatal,45946,273,227.15935212525758,342,135.97500000000002,1.2017995184695962,2.0077220077220073,0.7982456140350878,No-change,<1m
Georgia,GEO,Upper-mid,2020,Infant,46520,368,373.7336895053983,478,284.975,0.9846583552235115,1.2913413457320817,0.7698744769874477,No-change,<5y
Georgia,GEO,Upper-mid,2021,Infant,45946,413,360.54184769264504,468,265,1.145498095832899,1.558490566037736,0.8824786324786325,No-change,<5y
Georgia,GEO,Upper-mid,2022,Infant,42319,328,324.36112510571724,450.025,221.97500000000002,1.011218591294184,1.4776438788151818,0.7288483973112605,No-change,<5y
Georgia,GEO,Upper-mid,2020,1-4,220700,63,64.98905369400973,82,49,0.9693940197471583,1.2857142857142858,0.7682926829268293,No-change,<5y
Georgia,GEO,Upper-mid,2021,1-4,211888,48,57.17025826149911,74,42,0.839597396612169,1.1428571428571428,0.6486486486486487,No-change,<5y
Georgia,GEO,Upper-mid,2022,1-4,204430,71,50.539894771593026,67,35.97500000000002,1.4048307840938954,1.9735927727588591,1.0597014925373134,Excess,<5y
Georgia,GEO,Upper-mid,2020,0-4,267220,431,421.9435633533843,499.025,347,1.0214636208090009,1.2420749279538905,0.8636841841591103,No-change,5y groups
Georgia,GEO,Upper-mid,2021,0-4,257834,461,378.2206190811008,468.025,304.975,1.218865330822033,1.5115993114189687,0.9849901180492495,No-change,5y groups
Georgia,GEO,Upper-mid,2022,0-4,246749,399,336.26372882002755,425,258.975,1.1865686537174804,1.5406892557196639,0.9388235294117647,No-change,5y groups
Georgia,GEO,Upper-mid,2020,5-9,274871,37,36.090853170411236,57,20,1.0251905053420605,1.85,0.6491228070175439,No-change,5y groups
Georgia,GEO,Upper-mid,2021,5-9,279003,32,31.96654294904564,56,17,1.001046627125357,1.8823529411764706,0.5714285714285714,No-change,5y groups
Georgia,GEO,Upper-mid,2022,5-9,281908,41,28.1846581292479,54,12.975000000000023,1.4546921169660494,3.1599229287090504,0.7592592592592593,No-change,5y groups
Georgia,GEO,Upper-mid,2020,10-14,242410,56,52.619684696750895,91,28,1.0642405085231883,2,0.6153846153846154,No-change,5y groups
Georgia,GEO,Upper-mid,2021,10-14,252592,44,52.52817427070898,93,26,0.8376457131984406,1.6923076923076923,0.4731182795698925,No-change,5y groups
Georgia,GEO,Upper-mid,2022,10-14,260558,47,51.91013177648502,100,24,0.9054109167430533,1.9583333333333333,0.47,No-change,5y groups
Georgia,GEO,Upper-mid,2020,15-19,208456,106,99.95509951319612,135.02499999999998,70,1.060476158957811,1.5142857142857142,0.7850398074430662,No-change,5y groups
Georgia,GEO,Upper-mid,2021,15-19,209902,127,96.21488466466378,142,63,1.3199620873904396,2.015873015873016,0.8943661971830986,No-change,5y groups
Georgia,GEO,Upper-mid,2022,15-19,212908,95,93.29380329544077,144.02499999999998,56,1.0182884247859,1.6964285714285714,0.6596077069953135,No-change,5y groups
Georgia,GEO,Upper-mid,2020,20-24,219430,154,162.12369003837838,189.02499999999998,134.97500000000002,0.9498920235749919,1.1409520281533616,0.814707049332099,No-change,5y groups
Georgia,GEO,Upper-mid,2021,20-24,215152,184,154.0432773563847,180,128,1.194469522836166,1.4375,1.0222222222222221,Excess,5y groups
Georgia,GEO,Upper-mid,2022,20-24,210122,171,145.78598441284666,174,118,1.1729522607313922,1.4491525423728813,0.9827586206896551,No-change,5y groups
Germany,DEU,High,2020,Stillbirths,1546292.1,NA,0.23999999999999444,0.4780749999999999,0.10297500000000002,1.2500000000000289,2.9133284777858695,0.6275166030434556,No-change,<1m
Germany,DEU,High,2021,Stillbirths,1590988.3,NA,0.23999999999999272,0.530025,0.086,1.250000000000038,3.488372093023256,0.5660110372152257,No-change,<1m
Germany,DEU,High,2020,Neonatal,1546288,NA,0.13208416836212608,0.33604999999999996,0.027,0.7570930054678232,3.703703703703704,0.2975747656598721,No-change,<1m
Germany,DEU,High,2021,Neonatal,1590984,NA,0.12406843052286977,0.36105,0.017,0.8060068107460004,5.88235294117647,0.2769699487605595,No-change,<1m
Germany,DEU,High,2020,Infant,773144,2373,2438.319993411519,2614.05,2272.95,0.9732110659847693,1.0440176862667458,0.907786767659379,No-change,<5y
Germany,DEU,High,2021,Infant,795492,2368,2480.551501013526,2686.025,2292.975,0.954626420387749,1.0327195019570645,0.8816001340270474,No-change,<5y
Germany,DEU,High,2022,Infant,738819,2345,2277.889272257238,2482,2073,1.0294618042062507,1.131210805595755,0.9448025785656728,No-change,<5y
Germany,DEU,High,2020,1-4,3210566,407,468.82425406181306,536,411,0.8681291474871909,0.9902676399026764,0.7593283582089553,Deficit,<5y
Germany,DEU,High,2021,1-4,3206318,426,459.2516962546242,525.025,393.975,0.9275959206556998,1.081286883685513,0.8113899338126757,No-change,<5y
Germany,DEU,High,2022,1-4,3166084,476,444.81796179437265,523.025,375,1.070100672373572,1.2693333333333334,0.9100903398499116,No-change,<5y
Germany,DEU,High,2020,0-4,3983710,2780,2937.604415733674,3264.05,2636.925,0.9463493399963753,1.0542582743157276,0.8517026393590784,No-change,5y groups
Germany,DEU,High,2021,0-4,4001810,2794,2880.0399523249184,3233,2534.9500000000003,0.9701254309838784,1.1021913647211976,0.8642128054438601,No-change,5y groups
Germany,DEU,High,2022,0-4,3904902,2821,2742.765240809325,3146.0499999999997,2393,1.0285240450136337,1.1788549937317174,0.8966799637640852,No-change,5y groups
Germany,DEU,High,2020,5-9,3769226,255,302.02805356802116,386.07499999999993,232,0.8442924324000594,1.0991379310344827,0.6604934274428544,No-change,5y groups
Germany,DEU,High,2021,5-9,3859742,265,312.2281721282622,427.025,227.97500000000002,0.8487382743000492,1.162408158789341,0.6205725660090159,No-change,5y groups
Germany,DEU,High,2022,5-9,3950976,314,322.65389165271336,464,220.95000000000005,0.9731790259575486,1.4211360036207283,0.6767241379310345,No-change,5y groups
Germany,DEU,High,2020,10-14,3709658,271,315.3166166346082,358.025,276,0.8594535958567553,0.9818840579710145,0.7569303819565674,Deficit,5y groups
Germany,DEU,High,2021,10-14,3740453,309,316.23710069820953,364,272,0.9771149536780126,1.1360294117647058,0.8489010989010989,No-change,5y groups
Germany,DEU,High,2022,10-14,3755850,312,315.84389708730174,367,273,0.9878297566527326,1.1428571428571428,0.8501362397820164,No-change,5y groups
Germany,DEU,High,2020,15-19,3916286,801,853.5482116448712,932,773,0.9384355670506231,1.036222509702458,0.8594420600858369,No-change,5y groups
Germany,DEU,High,2021,15-19,3861502,894,828.0067907426402,921.025,731.975,1.0797012898869711,1.2213531882919497,0.9706576911593062,No-change,5y groups
Germany,DEU,High,2022,15-19,3825272,947,806.9821600217556,909.025,704,1.1735079744197439,1.3451704545454546,1.0417755287258326,Excess,5y groups
Germany,DEU,High,2020,20-24,4611866,1378,1330.056543637029,1412.025,1248.975,1.0360461790833868,1.103304709862087,0.9759034011437474,No-change,5y groups
Germany,DEU,High,2021,20-24,4580559,1358,1287.736207831516,1377,1207.975,1.0545638087530402,1.1241954510647987,0.9862018881626725,No-change,5y groups
Germany,DEU,High,2022,20-24,4477016,1431,1226.9082133193313,1317,1138.9750000000001,1.166346418146888,1.256392809324173,1.0865603644646924,Excess,5y groups
Greece,GRC,High,2020,Stillbirths,85052,288,306.92246761371035,382.025,245.97500000000002,0.9383477274869105,1.1708506962089642,0.7538773640468556,No-change,<1m
Greece,GRC,High,2021,Stillbirths,85593,247,320.9058062659109,407,249.95000000000005,0.7696962634428913,0.9881976395279054,0.6068796068796068,Deficit,<1m
Greece,GRC,High,2020,Neonatal,84764,194,196.74068378992663,243,153.97500000000002,0.9860695625473527,1.2599447962331545,0.7983539094650206,No-change,<1m
Greece,GRC,High,2021,Neonatal,85346,207,191.00036155685345,244.04999999999995,144,1.0837675819706973,1.4375,0.8481868469575908,No-change,<1m
Greece,GRC,High,2020,Infant,84764,275,306.8184935409852,380.025,239,0.8962953856732406,1.1506276150627615,0.7236366028550754,No-change,<5y
Greece,GRC,High,2021,Infant,85346,297,300.05688442732406,380.025,230.97500000000002,0.9898123169773014,1.2858534473427858,0.7815275310834814,No-change,<5y
Greece,GRC,High,2020,1-4,360528,49,68.85303448298461,124,33,0.7116607186297531,1.4848484848484849,0.3951612903225806,No-change,<5y
Greece,GRC,High,2021,1-4,352664,53,70.98417813057034,142.02499999999998,32,0.7466452580814597,1.65625,0.37317373701813067,No-change,<5y
Greece,GRC,High,2020,0-4,445292,329,347.9708606675964,471.04999999999995,252,0.9454814675251829,1.3055555555555556,0.6984396560874643,No-change,5y groups
Greece,GRC,High,2021,0-4,438010,348,334.71553688851327,484.025,236.97500000000002,1.0396888152697599,1.4685093364278932,0.7189711275244047,No-change,5y groups
Greece,GRC,High,2022,0-4,420919,285,314.5460514573162,464,211.97500000000002,0.9060676447202975,1.3444981719542397,0.6142241379310345,No-change,5y groups
Greece,GRC,High,2020,5-9,498058,31,39.27537881248124,91,11,0.7892985615239584,2.8181818181818183,0.34065934065934067,No-change,5y groups
Greece,GRC,High,2021,5-9,484004,36,37.31639255220702,94,9,0.9647234777486774,4,0.3829787234042553,No-change,5y groups
Greece,GRC,High,2022,5-9,473822,30,35.71709785935727,114.02499999999998,7,0.8399338635555048,4.285714285714286,0.26310019732514806,No-change,5y groups
Greece,GRC,High,2020,10-14,550134,37,48.605246991817374,67,33,0.7612346874037879,1.121212121212121,0.5522388059701493,No-change,5y groups
Greece,GRC,High,2021,10-14,551407,42,47.28015559603263,70,29,0.8883219496748929,1.4482758620689655,0.6,No-change,5y groups
Greece,GRC,High,2022,10-14,545590,45,45.40095391200457,71,28,0.9911686015941055,1.6071428571428572,0.6338028169014085,No-change,5y groups
Greece,GRC,High,2020,15-19,550385,118,112.3286712006009,136.02499999999998,90,1.0504887019385374,1.3111111111111111,0.8674875941922442,No-change,5y groups
Greece,GRC,High,2021,15-19,548114,114,105.92946000757858,130,84,1.0761878706060053,1.3571428571428572,0.8769230769230769,No-change,5y groups
Greece,GRC,High,2022,15-19,547422,137,100.18205631011574,127,78,1.3675103610961379,1.7564102564102564,1.078740157480315,Excess,5y groups
Greece,GRC,High,2020,20-24,555256,195,213.9780664789645,244,186.97500000000002,0.9113083560794294,1.0429201764941836,0.7991803278688525,No-change,5y groups
Greece,GRC,High,2021,20-24,558088,213,213.7713144576409,242,185,0.9963918711002091,1.1513513513513514,0.8801652892561983,No-change,5y groups
Greece,GRC,High,2022,20-24,561471,211,213.76904528224034,246,185,0.9870465563497074,1.1405405405405404,0.8577235772357723,No-change,5y groups
